	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
Channel-gap_2	-0.470621	0.150715	-0.282392	0.496629	-0.361506	0.042023	-0.559081	-0.281792	-0.185215	-0.260846	-0.248282	-0.390155	0.531327	-0.475152	0.308777	0.663282	-0.621154	0.429856	-0.186305	0.199264	-0.549461	-0.577157	-0.452097	-0.462809	-0.312901	0.061339	0.093014	-0.380555	-0.006442	0.115659	0.027534	-0.336209	0.486496	-0.490560	-0.402253	0.307113	-0.028263	0.118717	0.032408	0.114078	-0.103858	0.267199	-0.131125	-0.417804	-0.393786	-0.394865	-0.261007	0.166483	-0.406170	-0.000589	-0.205215	0.015312	0.078090	0.280853	0.163511	0.178545	-0.175254	-0.003277	-0.050625	-0.151381	-0.310335	0.013897	0.376418	-0.253897	0.013709	-0.334836	-0.281080	-0.077456	-0.013205	-0.234227	-0.018884	0.140074	-0.150036	0.072552	-0.004770	-0.111196	-0.292641	0.367641	-0.187653	-0.273021	-0.220142	0.292903	0.155829	0.600490	0.399930	1.000000	0.020420	0.009191	-0.106699	0.101245	-0.069962	-0.115256	-0.336597	-0.225457	-0.292475	-0.392063	-0.071321	-0.081046	-0.109920	-0.075837	-0.117119	-0.220882	0.062519	-0.080150	-0.216688	-0.154603	-0.273929	-0.185486	-0.402643	0.204059	-0.212175	-0.228169	0.283915	-0.364036	-0.146167	-0.234697	-0.169460	-0.068970	-0.303684	-0.082826	-0.150560	-0.154935	-0.112085	-0.378840	0.041919	-0.124213	-0.089350	0.036599	-0.369144	0.179824	0.061475	0.011474	-0.263733	0.083290	-0.025731	0.231963	0.144067	0.119375
Clear.cell.CA2	-0.341458	-0.017782	-0.006370	0.492974	-0.092044	-0.285065	-0.351696	-0.188167	-0.154567	-0.153351	-0.164707	-0.264421	0.263515	-0.195725	0.078768	0.525823	-0.423229	0.185929	-0.367486	0.014691	-0.536431	-0.466973	-0.477950	0.047008	0.006671	0.150865	-0.162488	-0.312392	-0.034201	-0.056228	0.162429	-0.201903	0.485261	-0.470522	0.050666	0.025217	-0.274012	0.086669	-0.298848	-0.059293	-0.295305	0.393172	-0.003079	-0.182583	-0.225250	-0.368616	-0.202249	0.079496	-0.093381	0.009103	-0.251629	-0.068232	0.088800	0.279978	-0.185125	-0.206905	-0.117807	0.097949	-0.159236	0.217473	-0.088049	-0.307765	0.527865	-0.222910	-0.157619	-0.170555	-0.044790	-0.039676	0.569620	-0.116918	0.157541	0.079783	-0.288558	0.884690	0.390112	0.112569	-0.154539	-0.135674	0.133003	-0.147447	-0.150000	0.496420	0.310380	0.446678	0.459675	0.020420	1.000000	0.722714	-0.119190	0.778074	0.463331	-0.153772	-0.154417	-0.081075	0.169189	-0.140362	-0.026264	-0.198136	0.436057	-0.077629	-0.070668	-0.133507	-0.114233	-0.180894	0.086104	0.046414	-0.007748	-0.185408	-0.139509	-0.231476	-0.127511	0.013398	0.663840	-0.056248	-0.022418	-0.198828	-0.149011	0.163638	-0.019851	-0.247204	-0.100004	-0.195747	-0.070525	-0.086929	0.341192	0.546129	0.077371	-0.192150	-0.182982	0.119609	-0.004080	-0.340376	-0.085190	0.791604	-0.188107	0.491321	0.492027	0.358685
Clear.cell.WFDC2	-0.331849	0.095739	-0.059287	0.510192	-0.088837	-0.133309	-0.360561	-0.265251	-0.220625	-0.218421	-0.033295	-0.301686	0.179167	-0.231644	0.088818	0.382097	-0.326038	0.224116	-0.164445	-0.023238	-0.350637	-0.348714	-0.311117	0.056043	-0.034657	0.093994	0.003495	-0.225237	-0.139410	-0.024827	0.025786	-0.226057	0.443349	-0.390687	-0.052744	0.057063	-0.090865	0.141279	-0.298793	0.088951	-0.165426	0.492218	0.074783	-0.128330	-0.125621	-0.290263	-0.224235	0.113090	-0.178244	0.111814	-0.187596	0.024224	-0.064397	0.297513	-0.037879	0.097944	0.055517	0.067632	-0.279050	0.115391	-0.205321	-0.294840	0.671023	-0.263854	-0.117230	-0.318845	-0.123360	-0.104600	0.436689	-0.154221	0.182163	0.114871	-0.325255	0.831100	0.325763	0.057959	-0.270499	-0.219313	0.100320	-0.296323	-0.172451	0.514680	0.554115	0.347937	0.532061	0.009191	0.722714	1.000000	-0.173967	0.749589	0.564756	0.022304	-0.308586	-0.200164	-0.087061	-0.233724	0.035410	-0.164891	0.224238	0.082952	-0.098801	-0.229768	-0.078906	-0.148866	-0.082703	0.034213	-0.088026	-0.233133	-0.114759	-0.142555	-0.179603	-0.256464	0.534469	-0.111505	-0.002866	-0.248385	-0.106600	0.141625	-0.115657	-0.266899	-0.015097	-0.069653	-0.114770	-0.057947	0.317417	0.395385	-0.005864	-0.240354	-0.351625	0.158967	0.092408	-0.183102	-0.167175	0.529961	-0.155670	0.344375	0.445550	0.243126
cytotoxic T cells	-0.041897	-0.091732	0.024126	0.117767	0.031108	-0.036501	0.105286	-0.103612	-0.136597	-0.172944	-0.313762	-0.027759	-0.208952	0.110971	-0.116373	-0.144231	0.123609	-0.167853	0.017476	0.167897	-0.045631	-0.044456	0.013327	0.068003	0.139418	-0.139720	0.059509	-0.050373	0.077185	0.066288	0.098039	-0.029710	0.020155	0.058418	-0.068823	-0.090521	-0.227942	0.394353	0.410340	-0.362338	-0.290308	-0.331573	-0.094032	-0.226410	-0.116991	0.338439	0.426290	-0.303492	0.261233	-0.367120	0.282113	-0.404349	0.202210	0.249524	-0.093341	-0.367664	-0.045274	-0.076136	0.077969	0.274376	0.032815	-0.033398	-0.144282	-0.189404	0.242826	0.640740	0.323253	0.265144	0.331582	-0.104375	0.437820	0.167674	-0.158837	-0.144865	0.108778	0.173058	-0.082591	-0.085645	0.165289	0.170587	0.229405	-0.076834	-0.126153	-0.028776	-0.209096	-0.106699	-0.119190	-0.173967	1.000000	-0.155098	-0.138586	0.091313	0.389861	-0.113976	-0.064972	0.322826	0.072198	0.016487	-0.040267	0.035379	-0.160939	0.151917	0.230630	0.173507	-0.030647	0.222195	-0.103795	-0.113066	0.190331	0.302575	0.240623	0.075165	-0.040017	0.277717	0.654116	-0.255497	0.052163	0.153893	-0.046972	0.108887	0.061555	0.409547	0.475506	0.721715	0.138855	0.246028	-0.076733	0.066915	0.256880	0.128144	0.305964	0.059416	-0.169305	-0.106468	-0.161965	-0.124269	0.374184	0.372488
Dark.cell.MUCL1	-0.394363	-0.076298	-0.099689	0.539613	-0.150594	-0.126191	-0.419844	-0.220982	-0.242668	-0.134915	-0.163981	-0.357942	0.254690	-0.293301	0.198130	0.499581	-0.456537	0.328293	-0.281068	-0.064252	-0.486698	-0.400249	-0.536293	-0.073095	0.077469	0.035058	-0.124255	-0.327475	-0.096879	-0.043693	0.092153	-0.181204	0.551002	-0.484776	-0.127993	0.232540	-0.117892	0.104834	-0.287385	-0.121794	-0.182772	0.422362	-0.006281	-0.172216	-0.096418	-0.397732	-0.243170	0.103514	-0.188108	0.115081	-0.222946	0.022283	0.112970	0.337595	-0.164829	-0.121317	0.074539	0.099816	-0.140975	0.122035	-0.258939	-0.398807	0.702651	-0.305543	-0.254878	-0.261540	-0.102779	-0.132471	0.562684	-0.257512	0.217997	0.088199	-0.320194	0.976117	0.290489	0.009942	-0.248285	-0.185723	0.059684	-0.210906	-0.187456	0.736010	0.440049	0.381918	0.480317	0.101245	0.778074	0.749589	-0.155098	1.000000	0.435999	-0.095983	-0.244794	-0.219150	-0.140093	-0.242970	-0.029314	-0.221325	0.030638	-0.014415	-0.089367	-0.180239	-0.261025	-0.168322	-0.081854	0.079097	-0.169625	-0.308759	-0.152414	-0.180265	-0.153071	-0.153690	0.512605	-0.160277	-0.070440	-0.315164	-0.149437	0.072978	-0.295064	-0.238384	-0.106155	-0.146712	-0.019816	-0.109776	0.215846	0.392215	-0.126789	-0.316222	-0.242487	0.070476	0.099846	-0.311026	-0.228618	0.684440	-0.216281	0.490073	0.491136	0.437782
EMT.ECs	-0.056791	0.252620	0.003052	0.188128	0.092195	0.033341	-0.043938	-0.086012	0.126566	-0.120268	-0.037418	-0.095937	0.019011	-0.018287	0.172026	0.123751	-0.102322	0.082785	0.093648	-0.296135	-0.157901	-0.243479	-0.107685	0.109217	0.127864	0.264031	0.124295	-0.029800	-0.022745	-0.011156	-0.028414	0.033198	0.167080	0.037613	-0.105905	-0.001371	0.156457	-0.108800	-0.292253	0.367310	0.154046	0.382442	0.289322	0.161906	0.170001	-0.224864	-0.240101	0.332858	0.006431	0.264211	-0.232378	0.289275	-0.155692	0.044505	0.125410	0.301606	0.202683	0.157658	-0.069367	0.271707	-0.184871	-0.244783	0.501793	-0.087261	-0.166497	-0.126049	0.112608	-0.022323	0.465541	-0.137269	0.235907	0.265908	-0.040855	0.491670	0.231594	0.007671	-0.064551	-0.127751	0.099226	-0.047079	0.120313	0.412110	0.436928	0.147358	0.291758	-0.069962	0.463331	0.564756	-0.138586	0.435999	1.000000	-0.135363	-0.096312	-0.195379	-0.190802	-0.216526	-0.038672	0.008629	0.065831	-0.106282	-0.038649	-0.024386	-0.099398	-0.228119	-0.033911	0.076049	-0.127234	-0.117042	-0.296523	-0.040104	-0.068767	-0.030683	0.558608	-0.012616	0.048016	-0.105330	-0.130537	0.221011	-0.173469	-0.036201	0.218825	0.169200	0.019614	-0.146721	0.246606	0.363200	-0.007523	-0.254852	-0.147212	0.335778	0.058883	-0.221304	-0.085677	0.585051	-0.136166	0.017183	0.230219	0.086202
Granular.Ker	-0.073654	-0.124286	-0.065932	0.102709	-0.108041	0.045078	-0.063168	-0.134393	-0.085628	-0.192583	0.087377	0.360658	0.010821	-0.058716	-0.116137	-0.170413	0.296077	0.075314	0.198523	-0.142384	0.236991	0.218987	0.159057	-0.051025	0.077956	-0.137377	-0.054193	0.145206	-0.120468	0.010743	-0.102834	0.274458	0.017762	-0.157453	-0.068814	0.170066	-0.323844	0.329192	0.336264	-0.287157	-0.258181	-0.360977	-0.337993	-0.226113	-0.153765	0.554989	0.350617	-0.344360	-0.055965	-0.168366	0.469926	-0.401440	0.122037	0.142671	-0.222201	-0.279301	-0.165521	-0.230623	-0.137239	-0.309717	-0.139013	0.679747	-0.145282	0.032038	0.169895	-0.124937	-0.142496	-0.202429	-0.186760	0.220713	-0.203473	-0.277814	-0.163424	-0.091316	-0.087726	-0.250619	-0.124545	0.149626	-0.184550	-0.165384	-0.114384	-0.155401	-0.151265	-0.130754	0.008247	-0.115256	-0.153772	0.022304	0.091313	-0.095983	-0.135363	1.000000	-0.190020	-0.115907	-0.048465	-0.216927	0.261773	-0.145580	0.002455	0.729140	-0.026393	-0.050557	0.058278	0.296855	0.062861	-0.104246	-0.064115	0.091169	0.517377	-0.019929	-0.134862	-0.087393	-0.190343	-0.060898	-0.117531	0.029252	0.020427	0.149158	-0.108056	-0.163968	-0.067849	-0.183815	-0.205995	0.002934	0.063530	-0.301209	-0.256787	0.583257	-0.135018	-0.241584	-0.299896	0.767865	-0.052227	-0.069548	0.374962	-0.036057	-0.160769	-0.143210
helper T cells	0.604172	-0.342701	0.564397	-0.518087	0.643489	-0.359325	0.668815	0.354665	0.018287	0.286590	0.025038	0.369600	-0.503431	0.698017	-0.496033	-0.465687	0.483989	-0.718840	-0.141888	0.246314	0.153465	0.207672	0.141126	0.624216	0.043972	0.023544	-0.025415	0.308863	0.079958	-0.020976	0.038032	0.054993	-0.520153	0.520741	0.420238	-0.429160	-0.045699	-0.211842	-0.149072	-0.141464	0.067735	-0.030818	0.258362	0.403768	0.164798	0.045361	-0.007437	0.020249	0.578293	-0.020937	-0.201915	0.186908	-0.198956	-0.270475	-0.148916	-0.099652	-0.016943	0.137355	0.270490	0.094542	0.623639	-0.106208	-0.315791	0.358876	-0.155423	0.953305	0.209049	0.136239	0.219391	0.177343	0.089121	-0.024227	-0.213604	-0.256217	-0.030082	0.262884	0.657756	-0.269889	0.176859	0.493365	0.260230	-0.219433	-0.259006	-0.154322	-0.250958	-0.336597	-0.154417	-0.308586	0.389861	-0.244794	-0.096312	-0.190020	1.000000	0.583097	0.472637	0.629904	-0.110104	-0.047657	-0.175967	-0.133445	0.365491	0.759965	-0.113505	-0.169260	0.126245	-0.030321	0.366877	0.113078	0.020960	-0.166200	0.000359	0.467781	-0.264643	0.664256	0.654210	0.194367	-0.103107	0.119922	0.344836	-0.067335	0.096295	0.209715	0.338139	0.415852	-0.148277	0.107108	0.168073	-0.075862	0.757324	-0.029770	0.019452	-0.264274	0.423733	-0.209458	-0.083597	-0.176505	-0.018250	-0.067245
HF-MFCs	0.704197	-0.601252	0.794584	-0.618845	0.693737	-0.599394	0.588281	0.541919	-0.049167	0.410217	0.120920	0.509124	-0.347607	0.672472	-0.609125	-0.403831	0.584125	-0.635228	-0.545950	0.466590	0.035122	0.244398	0.020322	0.564458	-0.169684	-0.112171	-0.322770	0.227798	-0.207157	-0.240416	-0.254518	-0.050247	-0.440009	0.349958	0.518178	-0.496902	-0.067586	-0.218536	-0.055302	-0.377751	-0.181716	-0.170087	-0.256511	0.349866	-0.389738	0.231259	0.182872	-0.236451	0.465318	-0.171521	-0.069335	0.109229	-0.151639	-0.236014	-0.231644	-0.148335	0.048772	0.200079	0.110228	-0.232359	0.852627	0.194279	-0.179319	0.505791	-0.040436	0.456129	-0.196627	-0.270306	0.076682	0.290277	-0.387010	-0.138600	-0.114139	-0.211828	-0.246654	0.114780	0.731775	-0.030418	-0.157810	0.184179	-0.219248	-0.140570	-0.196977	0.038570	0.019601	-0.225457	-0.081075	-0.200164	-0.113976	-0.219150	-0.195379	-0.115907	0.583097	1.000000	0.695611	0.622165	-0.090251	-0.149550	-0.047296	-0.127973	0.452512	0.665090	0.092296	-0.179064	0.059516	-0.224991	0.488793	0.254089	0.000542	-0.174885	-0.170846	0.405797	-0.188358	0.543957	0.242071	0.334068	-0.198886	0.054721	0.526423	-0.298708	-0.371913	-0.258797	-0.053742	0.227880	-0.325786	-0.273545	-0.042884	0.276871	0.541183	-0.130925	-0.141616	-0.160570	0.553958	-0.129855	0.048805	-0.166180	-0.326111	-0.263561
HF-MSCs	0.524531	-0.588517	0.661459	-0.559725	0.705719	-0.675627	0.481192	0.427634	-0.283989	0.435604	-0.171319	0.415516	-0.391107	0.554796	-0.540941	-0.411596	0.510920	-0.551359	-0.542821	0.254917	-0.047694	0.253379	-0.094654	0.550879	0.146545	-0.170174	-0.229316	0.188599	0.087093	0.056721	0.184278	0.140434	-0.485171	0.283475	0.474294	-0.641882	-0.112502	-0.191739	-0.160683	-0.394373	-0.469052	-0.240769	-0.354970	0.173022	-0.510260	0.250751	0.281828	-0.384956	0.438086	-0.320660	0.002707	-0.066987	0.104306	-0.264823	-0.240475	-0.130334	-0.111345	0.087256	0.115866	-0.039382	0.844529	0.091742	-0.103780	0.452754	0.258081	0.385091	0.011071	-0.182513	0.141325	0.295608	-0.215287	0.011120	-0.188560	-0.100963	-0.131050	0.212338	0.650590	-0.232730	-0.081061	0.337984	-0.124528	0.014201	-0.144174	-0.015423	0.108664	-0.292475	0.169189	-0.087061	-0.064972	-0.140093	-0.190802	-0.048465	0.472637	0.695611	1.000000	0.655584	-0.013727	-0.060062	0.155288	0.228482	0.518964	0.460279	0.265306	0.099432	-0.069314	-0.129010	0.601172	0.195764	0.688855	-0.389930	-0.026428	0.463038	-0.135582	0.645897	0.215659	0.284598	-0.206777	-0.238607	0.665248	-0.355346	-0.297877	-0.049663	-0.011686	0.350560	-0.266604	-0.071107	-0.292945	0.222624	0.517058	0.055183	-0.097034	-0.260306	0.350308	-0.097866	0.326173	-0.159307	-0.185511	-0.160245
HF-PCs	0.613194	-0.621086	0.687778	-0.580905	0.850810	-0.579939	0.664193	0.433275	-0.202051	0.306176	0.078491	0.443022	-0.495493	0.702696	-0.566885	-0.457902	0.549576	-0.723783	-0.458396	0.514460	0.017082	0.288783	-0.039263	0.777936	-0.081944	-0.076638	-0.299757	0.231738	-0.088688	-0.189425	0.120766	-0.076705	-0.416215	0.349412	0.621730	-0.477936	-0.103515	-0.183203	-0.121778	-0.462187	-0.170418	-0.260902	-0.152331	0.288815	-0.241978	0.133069	0.228199	-0.230863	0.593777	-0.291726	-0.105311	0.107340	-0.104759	-0.178954	-0.279585	-0.178598	-0.024388	0.159074	0.271518	-0.007356	0.910902	0.047075	-0.258150	0.391307	-0.034321	0.626384	-0.120483	-0.039401	0.164067	0.333058	-0.151301	-0.014200	0.060376	-0.255604	-0.076218	0.407159	0.644400	-0.207304	0.187483	0.229540	-0.164175	-0.170669	-0.260043	0.053797	-0.114010	-0.392063	-0.140362	-0.233724	0.322826	-0.242970	-0.216526	-0.216927	0.629904	0.622165	0.655584	1.000000	-0.132633	-0.131364	0.094721	0.197052	0.451019	0.593844	-0.022482	-0.046069	0.085393	-0.313204	0.618595	0.208460	0.076459	-0.118959	-0.097139	0.407002	-0.186070	0.827148	0.458478	0.213301	-0.194066	-0.021535	0.625130	-0.222705	-0.327844	0.017972	0.290521	0.514018	-0.279530	-0.037518	0.076681	0.148280	0.585306	-0.015096	0.028725	-0.298703	0.449261	-0.257620	0.007365	-0.185902	-0.130603	-0.081478
Hillock-Club.Epi	-0.153976	-0.077138	-0.134423	0.087864	-0.173389	0.057480	-0.044740	0.061342	0.068891	-0.027685	-0.168522	0.071971	0.019753	0.005712	0.030313	-0.002165	0.038453	0.153796	-0.010855	0.062204	0.024769	-0.008832	0.061960	-0.066464	0.136894	-0.101368	-0.095637	-0.106967	-0.037019	-0.041462	0.101980	0.116033	0.085371	-0.088174	0.034038	0.068429	-0.094551	0.243654	0.227294	-0.177423	-0.184726	-0.280422	-0.188612	-0.234605	-0.056919	0.223897	0.310819	-0.191604	0.152523	-0.170640	0.373836	-0.235323	0.278407	0.182512	0.036178	-0.087798	-0.025796	0.019888	0.121655	0.001059	-0.100766	0.327978	-0.093498	-0.083050	0.130321	-0.062008	0.149160	-0.013283	-0.071533	0.039450	-0.000147	0.025888	0.362439	-0.022842	-0.055673	-0.096592	-0.113021	0.098791	-0.050270	0.162917	0.224560	-0.081475	-0.071235	-0.124116	-0.079224	-0.071321	-0.026264	0.035410	0.072198	-0.029314	-0.038672	0.261773	-0.110104	-0.090251	-0.013727	-0.132633	1.000000	0.059134	0.104156	-0.005637	-0.131963	-0.113840	0.019514	0.269994	-0.071529	0.086273	-0.085148	0.091779	0.063586	0.708013	0.106762	-0.170389	-0.086570	-0.134622	-0.046356	-0.062416	-0.065871	-0.144947	0.245170	0.113861	0.000385	-0.067757	-0.102426	-0.100092	-0.027660	-0.076507	0.470600	0.115334	0.140385	-0.010264	0.034883	0.246404	-0.094831	-0.019232	0.004310	-0.027242	0.025698	0.061077
ILC3	0.003653	0.320566	-0.156139	-0.040997	-0.076794	0.262580	0.021124	-0.019215	0.085442	0.058635	-0.040081	-0.116673	-0.110805	-0.075330	0.170155	-0.068878	-0.099261	0.126846	0.157937	-0.217977	0.091492	-0.041896	0.163849	-0.029866	0.076754	-0.039453	0.182382	0.122339	0.109751	0.204321	0.095767	-0.102857	-0.048117	0.073156	-0.160857	-0.117388	0.318682	-0.042193	-0.035395	0.261422	0.214785	-0.026893	0.096124	0.068585	0.223277	-0.116078	-0.105432	0.095450	-0.028321	0.032813	-0.055231	0.115515	0.016426	-0.080366	0.253185	0.305018	0.141183	-0.201832	-0.059849	0.450119	-0.146091	-0.208635	-0.131698	-0.058183	0.058935	0.006549	0.290541	0.404362	-0.206323	0.016522	0.282282	0.282348	0.621549	-0.222822	0.073905	0.122516	-0.132758	-0.089239	0.165873	0.390362	0.289197	-0.123868	-0.078726	-0.099360	-0.170409	-0.081046	-0.198136	-0.164891	0.016487	-0.221325	0.008629	-0.145580	-0.047657	-0.149550	-0.060062	-0.131364	0.059134	1.000000	0.233465	-0.063980	-0.113141	-0.000277	0.012987	0.122570	0.047444	0.207752	-0.039634	0.023885	-0.112818	-0.057404	0.295773	0.123913	-0.071162	-0.041140	-0.076638	0.003799	-0.058881	0.121700	-0.097099	0.557129	0.416643	0.359738	0.266389	-0.121934	0.024370	0.287680	0.564761	-0.181511	-0.020693	0.255698	0.332807	-0.146063	-0.077961	-0.143796	-0.088597	-0.070756	0.074193	-0.013168
IRS	-0.060005	0.182636	-0.042479	0.036189	0.109847	-0.021978	-0.151937	-0.269038	-0.124104	-0.135783	0.142592	-0.073341	0.183397	0.001165	0.024403	0.286225	-0.162945	0.007763	0.083973	0.021266	0.007738	-0.181654	0.180861	0.007675	-0.011894	0.173496	0.202519	0.215461	-0.037597	-0.225492	0.092688	-0.287860	0.169658	-0.219630	-0.033921	-0.131707	0.130409	0.068773	-0.196761	0.279056	0.005390	-0.002847	-0.108352	-0.225640	-0.123395	0.160660	0.012850	0.077429	0.077805	-0.118691	0.220275	0.126531	-0.151366	0.406756	0.152984	0.310372	-0.025293	-0.106496	-0.168041	0.627894	0.136562	-0.210003	0.114973	-0.005885	0.518509	-0.142302	0.048849	0.248332	0.128605	0.145617	0.202960	0.174555	-0.090002	0.145519	-0.164597	-0.158801	-0.034004	-0.197447	-0.081343	-0.002779	0.021916	0.208969	0.120293	0.089828	-0.046994	-0.109920	0.436057	0.224238	-0.040267	0.030638	0.065831	0.002455	-0.175967	-0.047296	0.155288	0.094721	0.104156	0.233465	1.000000	0.611691	-0.039130	0.097967	0.439114	0.640672	-0.074881	0.198687	0.129817	0.141634	0.311572	-0.402554	0.452814	0.281867	0.334190	0.334356	-0.074770	0.028137	-0.221660	0.019948	0.105932	0.482388	0.134412	0.023493	-0.089583	-0.041534	-0.143553	0.383541	-0.298366	-0.123808	-0.048873	0.284425	-0.027960	-0.241766	0.007608	-0.090075	-0.186892	-0.204810	0.171876	0.485542
KC.Mel	-0.036612	-0.180081	-0.016216	0.096541	-0.103080	-0.023801	-0.069350	-0.246370	-0.365283	-0.406097	-0.024819	0.379152	0.073192	-0.052480	-0.123778	-0.055060	0.185304	0.018310	0.013752	-0.258741	0.082564	0.118037	-0.109091	-0.082220	-0.011240	-0.117952	-0.298551	-0.022004	-0.607029	-0.147947	-0.214494	0.215163	0.042087	-0.350672	-0.013592	0.203998	-0.471199	0.263646	0.322847	-0.260013	-0.263787	-0.333733	-0.363875	-0.192175	-0.120459	0.372306	0.274607	-0.336176	-0.023375	-0.243425	0.374896	-0.362761	0.045082	0.190898	-0.410394	-0.348604	-0.224036	-0.206998	-0.312924	-0.227406	-0.141932	0.480503	-0.040538	-0.082088	0.171224	-0.085133	-0.038359	-0.177565	-0.151063	0.208879	-0.145554	-0.222324	-0.161955	-0.019701	0.079746	-0.087627	-0.086601	0.072191	-0.073272	-0.016063	-0.105493	-0.089630	-0.086671	-0.006040	0.189415	-0.075837	-0.077629	0.082952	0.035379	-0.014415	-0.106282	0.729140	-0.133445	-0.127973	0.228482	0.197052	-0.005637	-0.063980	0.611691	1.000000	-0.081668	0.077605	-0.045727	0.521107	-0.030625	0.054182	-0.007520	-0.096300	0.588553	-0.256755	-0.069384	-0.131135	-0.097513	-0.097739	-0.105667	-0.088904	0.352649	0.223270	-0.137065	-0.159732	-0.284777	-0.154931	-0.159795	-0.024562	0.154374	-0.193230	0.542253	0.505842	-0.086833	-0.149702	-0.307477	0.542484	-0.031954	-0.062853	0.400312	0.210213	-0.036016	-0.092949
LC1	0.493400	-0.349000	0.430981	-0.599944	0.388228	-0.251836	0.527403	0.268032	-0.270666	0.103326	-0.138621	0.522205	-0.370850	0.468837	-0.279536	-0.384496	0.419632	-0.406715	-0.181334	-0.043730	0.222416	0.310512	0.078340	0.368472	-0.112346	0.013536	-0.129796	0.255895	-0.055996	0.025061	-0.116829	0.165399	-0.554745	0.415347	0.304952	-0.417409	0.041105	-0.401166	-0.336272	0.003703	0.222427	0.133141	0.067143	0.389863	0.140627	-0.143341	-0.206410	0.154730	0.287287	0.185599	-0.292108	0.285961	-0.324870	-0.458119	-0.134535	0.091024	0.034666	0.171942	-0.040105	-0.261742	0.405852	0.280733	-0.129592	0.848260	-0.117479	0.292149	-0.170744	-0.318692	0.112577	0.403707	-0.336803	-0.216227	-0.045713	-0.101346	-0.290431	-0.120023	0.504935	0.050236	-0.222775	0.269006	-0.145819	-0.094589	-0.060314	-0.142279	-0.085340	-0.117119	-0.070668	-0.098801	-0.160939	-0.089367	-0.038649	-0.026393	0.365491	0.452512	0.518964	0.451019	-0.131963	-0.113141	-0.039130	-0.081668	1.000000	0.420583	-0.054139	-0.188648	0.165312	-0.288853	0.377770	0.395097	0.036013	-0.289382	-0.275543	0.177898	-0.143619	0.272972	0.341671	0.650914	-0.187328	-0.169676	0.557244	-0.252605	-0.161791	-0.145714	0.008561	-0.164830	-0.269382	-0.261877	0.477110	0.159063	0.270002	-0.229454	-0.229701	0.123540	0.517077	-0.059988	0.332522	-0.212431	-0.400741	-0.351623
