	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
MEL	0.488738	-0.335072	0.472946	-0.496370	0.381092	-0.421450	0.542005	0.327037	-0.049291	0.210359	0.189256	0.593018	-0.358105	0.520242	-0.575805	-0.387013	0.506426	-0.550193	-0.215626	0.121525	0.220157	0.233590	0.272655	0.330616	0.016512	0.283138	-0.167214	0.107476	-0.021391	-0.134890	-0.177994	0.286363	-0.459016	0.224727	0.541159	-0.466482	-0.249918	-0.112597	-0.034906	-0.073895	-0.015636	-0.191610	-0.117189	0.173377	-0.061207	0.265976	0.105918	-0.156840	0.368066	-0.122065	0.140971	0.055965	-0.115999	-0.261886	-0.299136	-0.099079	-0.211318	-0.006216	-0.121264	-0.281235	0.420759	0.432339	-0.227630	0.662585	0.061695	0.124377	-0.205162	-0.285534	-0.224054	1.000000	-0.424705	-0.208566	0.150947	-0.235663	-0.240016	-0.126341	0.516553	-0.016343	-0.213981	-0.002408	-0.193513	-0.181538	-0.176458	-0.298871	-0.126009	-0.234227	-0.116918	-0.154221	-0.104375	-0.257512	-0.137269	0.220713	0.177343	0.290277	0.295608	0.333058	0.039450	0.016522	0.145617	0.208879	0.403707	0.351084	0.080681	0.007278	0.565478	-0.237794	0.708810	0.931704	0.153005	-0.201471	-0.177853	0.284880	-0.252249	0.321908	-0.037961	0.691102	-0.058289	-0.059156	0.541327	-0.225332	-0.277935	-0.281407	-0.288648	-0.042742	-0.158247	-0.293771	0.720081	0.479647	0.209293	-0.157587	-0.275340	0.230286	0.704338	-0.206312	0.101082	-0.214486	-0.344784	-0.293793
Pc-vSMC	-0.246739	0.268139	-0.270390	0.328444	-0.163241	0.144496	-0.125148	-0.251538	-0.022900	-0.217232	-0.350678	-0.390720	-0.072389	-0.139076	0.180039	0.084411	-0.221482	0.098623	0.122777	-0.152626	-0.229104	-0.345512	-0.112576	-0.018360	0.399885	-0.087118	0.287976	-0.078405	0.131386	0.232108	0.232774	-0.107681	0.326646	-0.038905	-0.425883	0.013003	0.323127	0.314983	0.218773	-0.004341	-0.175303	-0.113511	0.115524	-0.226930	0.014865	0.054279	0.192299	-0.114141	0.099907	-0.245931	0.046475	-0.234906	0.341224	0.413423	0.503695	0.172163	0.326853	0.117939	0.278815	0.761449	-0.285484	-0.544251	0.118744	-0.403765	0.329444	0.234379	0.625594	0.565310	0.347913	-0.424705	1.000000	0.705302	-0.259004	0.232852	0.283134	0.207220	-0.276892	-0.309206	0.287494	0.354576	0.325494	0.172437	0.113843	0.101151	-0.189284	-0.018884	0.157541	0.182163	0.437820	0.217997	0.235907	-0.203473	0.089121	-0.387010	-0.215287	-0.151301	-0.000147	0.282282	0.202960	-0.145554	-0.336803	-0.130449	0.293878	0.267386	-0.297964	0.633881	-0.269101	-0.418975	0.196915	0.164337	0.608728	0.016139	0.231973	-0.019032	0.229436	-0.397263	0.313160	0.098556	-0.338804	0.456068	0.635872	0.832302	0.546527	0.527212	0.298765	0.646163	-0.247348	-0.487051	0.058897	0.687288	0.631918	-0.401142	-0.380360	0.215647	-0.232337	-0.035860	0.760367	0.735504
Schwann	-0.159883	0.198370	-0.164221	0.197662	-0.125472	0.145817	-0.111159	0.019090	0.159705	-0.097808	-0.193803	-0.101455	0.192026	-0.082190	0.168018	0.197843	-0.174663	0.146512	-0.057943	-0.015161	-0.185959	-0.252012	-0.012068	-0.033159	0.297588	0.010573	0.125741	-0.161495	-0.065823	0.095820	0.118272	0.057785	0.337498	-0.037337	-0.245393	0.000809	0.393723	0.183939	0.278918	0.058909	-0.086300	-0.179402	-0.075684	-0.201582	-0.066550	0.076628	0.202061	-0.067818	0.130277	-0.171096	0.186402	-0.155094	0.279583	0.352242	0.485904	0.321555	0.436171	0.263851	0.254931	0.577294	-0.060714	-0.326647	0.027311	-0.268599	0.299090	0.058718	0.426000	0.243985	0.131938	-0.208566	0.705302	1.000000	-0.249559	0.091213	0.231800	0.116190	-0.132931	-0.046641	0.146252	0.218587	0.224419	0.117385	-0.128220	0.225624	-0.005970	0.140074	0.079783	0.114871	0.167674	0.088199	0.265908	-0.277814	-0.024227	-0.138600	0.011120	-0.014200	0.025888	0.282348	0.174555	-0.222324	-0.216227	-0.057733	0.270312	0.247808	-0.280150	0.458651	-0.142747	-0.200630	0.331268	0.518807	0.456267	-0.012790	0.150390	-0.068714	0.055121	-0.291520	0.114218	0.023811	-0.153755	0.469377	0.421079	0.531533	0.322322	0.544151	0.247839	0.399787	-0.186951	-0.310116	0.033239	0.961407	0.853201	-0.294228	-0.259891	0.110833	-0.180636	0.080441	0.507439	0.629706
Sebocyte	0.200385	-0.047931	0.095776	-0.077174	0.159033	-0.045613	0.192309	0.217812	0.202157	0.241393	0.182047	0.003684	-0.075602	0.183368	-0.051145	-0.049484	0.094500	-0.047883	-0.124177	-0.039716	0.160825	0.122956	0.220032	0.113648	-0.099947	0.419186	0.023422	-0.129913	0.121187	0.347435	-0.022052	0.228619	0.082707	0.003570	0.174142	0.039818	0.059188	-0.018554	0.080269	-0.050879	0.039138	0.057389	0.056187	0.080313	-0.018633	-0.007774	0.123580	-0.029641	0.286450	-0.051245	0.056316	0.006021	0.202481	-0.052872	0.148802	0.035780	-0.104740	-0.165169	0.126433	-0.104279	0.043681	-0.027907	-0.230778	0.165261	-0.112010	-0.210461	-0.259905	-0.142691	-0.327946	0.150947	-0.259004	-0.249559	1.000000	-0.384134	-0.274708	-0.210225	0.190612	-0.035743	-0.139781	-0.052337	-0.251232	-0.181201	-0.107590	-0.159586	-0.231704	-0.150036	-0.288558	-0.325255	-0.158837	-0.320194	-0.040855	-0.163424	-0.213604	-0.114139	-0.188560	0.060376	0.362439	0.621549	-0.090002	-0.161955	-0.045713	0.163845	-0.053772	-0.160373	0.353196	-0.244958	0.172014	0.197298	-0.267840	-0.118607	-0.123817	0.136160	-0.066230	-0.051092	-0.164528	0.243470	-0.212356	-0.007718	0.184378	-0.030497	-0.310857	-0.201352	-0.169305	-0.287066	-0.277538	-0.142688	0.421220	0.063072	0.036068	-0.254875	-0.234844	-0.142418	0.182146	-0.161090	-0.186135	-0.099561	-0.238616	-0.112259
SGC	-0.421967	-0.031543	-0.087437	0.591531	-0.153173	-0.175164	-0.436427	-0.320627	-0.287231	-0.254281	-0.249962	-0.365835	0.263441	-0.286251	0.160596	0.527996	-0.465856	0.301092	-0.303294	-0.041971	-0.534027	-0.462714	-0.532801	-0.034404	0.045301	0.078956	-0.120560	-0.345431	-0.091355	-0.040094	0.113431	-0.216667	0.578336	-0.512691	-0.131876	0.153645	-0.196428	0.170477	-0.298422	-0.099223	-0.262091	0.448168	-0.007188	-0.223429	-0.170817	-0.411959	-0.231046	0.081938	-0.173409	0.066290	-0.228826	-0.035411	0.106430	0.382557	-0.169058	-0.143056	0.019660	0.123835	-0.191531	0.168355	-0.255902	-0.391549	0.702030	-0.312971	-0.210906	-0.266502	-0.076457	-0.094360	0.586041	-0.235663	0.232852	0.091213	-0.384134	1.000000	0.345599	0.039594	-0.258156	-0.192284	0.085356	-0.221866	-0.185076	0.693328	0.454160	0.420737	0.514978	0.072552	0.884690	0.831100	-0.144865	0.976117	0.491670	-0.091316	-0.256217	-0.211828	-0.100963	-0.255604	-0.022842	-0.222822	0.145519	-0.019701	-0.101346	-0.198701	-0.199045	-0.174947	0.000881	0.107664	-0.140768	-0.297430	-0.154780	-0.193441	-0.150661	-0.195143	0.591991	-0.151916	-0.049075	-0.309427	-0.136785	0.133940	-0.244698	-0.266626	-0.095145	-0.159508	-0.050013	-0.083299	0.295548	0.471447	-0.090049	-0.295083	-0.270953	0.097685	0.071268	-0.310814	-0.204440	0.740631	-0.226479	0.500464	0.541086	0.444704
VEC	-0.369318	0.139708	-0.195115	0.363939	-0.215712	-0.063719	-0.273101	-0.285137	-0.217127	-0.259226	-0.044251	-0.317047	0.271690	-0.282514	0.015352	0.300830	-0.322644	0.135291	-0.090563	0.067355	-0.347287	-0.286945	-0.318072	-0.121118	0.039338	0.115223	0.045864	-0.042351	0.009511	0.062268	0.262342	-0.158014	0.425885	-0.319940	0.038635	0.095923	-0.074059	0.166401	0.033299	-0.080107	-0.244782	0.003670	-0.003638	-0.235584	-0.092138	-0.074196	0.036090	-0.142559	-0.156974	-0.098494	0.062724	-0.187843	0.133184	0.317234	-0.001146	-0.076465	-0.083629	-0.091981	-0.049285	0.307558	-0.233526	-0.390004	0.238195	-0.431437	0.189370	0.005654	0.134483	0.239837	0.225790	-0.240016	0.283134	0.231800	-0.274708	0.345599	1.000000	0.840980	-0.282878	-0.272713	0.799786	-0.007541	0.109007	0.284254	0.040811	0.384845	0.265707	-0.004770	0.390112	0.325763	0.108778	0.290489	0.231594	-0.087726	-0.030082	-0.246654	-0.131050	-0.076218	-0.055673	0.073905	-0.164597	0.079746	-0.290431	-0.200649	0.154996	0.177739	-0.230089	0.113324	-0.183381	-0.276939	0.088303	0.092526	0.071820	-0.172021	0.347297	-0.118801	0.081450	-0.449100	0.234020	0.056659	-0.305393	0.080982	0.063097	0.074133	0.171793	0.392999	0.891043	0.444285	-0.143102	-0.236574	-0.161948	0.251820	0.347484	-0.292023	-0.384044	0.319054	-0.168791	0.463229	0.381985	0.291880
arteriole.ECs	-0.087927	0.004991	0.032509	0.025135	0.066892	-0.154877	0.006093	-0.071203	-0.171097	-0.064199	0.033345	-0.193177	0.013797	-0.000307	-0.151068	0.049970	-0.131961	-0.155468	-0.102251	0.109314	-0.197138	-0.118635	-0.187842	0.075075	0.016941	-0.028161	-0.011955	0.118563	0.041720	-0.034182	0.306315	-0.182289	0.092685	-0.074922	0.197779	-0.070157	-0.036167	-0.009041	-0.092740	-0.065095	-0.099046	-0.002244	0.057664	-0.024420	0.001956	-0.140919	-0.038638	-0.076566	0.035103	-0.058562	-0.065201	-0.029654	0.018081	0.094214	-0.039134	-0.077117	-0.125421	-0.094457	0.022909	0.312890	0.106092	-0.421445	-0.011724	-0.233305	0.120636	0.269076	0.140254	0.324289	0.132343	-0.126341	0.207220	0.116190	-0.210225	0.039594	0.840980	1.000000	0.013633	-0.331412	0.838810	0.115093	0.127746	0.051480	-0.081458	0.203105	0.034299	-0.111196	0.112569	0.057959	0.173058	0.009942	0.007671	-0.250619	0.262884	0.114780	0.212338	0.407159	-0.096592	0.122516	-0.158801	-0.087627	-0.120023	0.053631	0.102377	0.106646	-0.204572	0.078457	0.045404	-0.159946	0.001863	-0.035218	0.097882	0.011227	0.146101	0.174310	0.229562	-0.282733	0.281102	-0.005902	-0.040120	0.135671	0.002537	0.119313	0.305048	0.453079	0.653886	0.354534	-0.141497	-0.289099	0.064971	0.147208	0.289257	-0.404551	-0.153415	0.006563	-0.146029	0.241139	0.267103	0.153959
Basal.Ker.ADGRL3	0.770125	-0.468855	0.761722	-0.661851	0.764280	-0.565459	0.729312	0.514861	0.022207	0.418382	0.175856	0.618783	-0.566942	0.873883	-0.677661	-0.452754	0.570242	-0.817091	-0.312020	0.242210	0.156638	0.223027	0.160200	0.649356	0.082445	0.169580	-0.194564	0.179476	0.032647	-0.078235	-0.049517	0.135365	-0.567119	0.510541	0.589041	-0.616370	-0.047867	-0.320673	-0.234460	-0.084924	0.078970	0.023857	0.093044	0.462650	0.019413	0.056398	-0.029378	0.008592	0.760575	-0.025138	-0.174378	0.255766	-0.222029	-0.380790	-0.178545	-0.002539	-0.052170	0.254683	0.201153	-0.091312	0.797004	0.085079	-0.290217	0.685807	-0.161840	0.534768	-0.055905	-0.189781	0.029383	0.516553	-0.276892	-0.132931	0.190612	-0.258156	-0.282878	0.013633	1.000000	-0.277121	-0.120196	0.300075	-0.034219	-0.216640	-0.219727	-0.151777	-0.231034	-0.292641	-0.154539	-0.270499	-0.082591	-0.248285	-0.064551	-0.124545	0.657756	0.731775	0.650590	0.644400	-0.113021	-0.132758	-0.034004	-0.086601	0.504935	0.747093	-0.074805	-0.248860	0.320909	-0.246880	0.698277	0.440427	-0.075295	-0.219542	-0.222705	0.659743	-0.213590	0.679277	0.263728	0.591514	-0.109048	-0.063215	0.658092	-0.216685	-0.187900	-0.059037	0.014345	0.011750	-0.340802	-0.103315	0.235770	0.138003	0.721735	-0.119426	-0.198964	-0.212379	0.795612	-0.156231	-0.084384	-0.240602	-0.304651	-0.241099
Basal.Ker.COL17A1	-0.183840	0.043483	-0.218476	0.057278	-0.314592	0.320830	-0.313509	0.076845	0.195086	-0.052591	-0.068832	0.028475	0.459794	-0.352249	0.477224	0.309855	-0.216755	0.410051	-0.020780	0.174586	0.016243	-0.017109	0.051612	-0.325804	-0.440653	-0.074524	-0.217627	-0.320618	-0.179917	-0.265355	-0.241287	0.190799	0.071563	-0.133833	-0.251373	0.206285	-0.149023	-0.139801	0.099797	0.119509	0.176764	-0.108840	-0.255331	-0.098568	-0.124424	-0.102538	-0.097787	0.196228	-0.391785	0.071975	0.023409	0.030789	-0.060952	-0.158907	-0.199486	-0.002726	-0.151687	0.012187	-0.196183	-0.435037	-0.168963	0.622271	-0.096251	0.045473	-0.161850	-0.268063	-0.326634	-0.366400	-0.215880	-0.016343	-0.309206	-0.046641	-0.035743	-0.192284	-0.272713	-0.331412	-0.277121	1.000000	-0.275330	-0.304864	-0.151388	-0.104272	-0.220214	0.129413	0.161371	0.367641	-0.135674	-0.219313	-0.085645	-0.185723	-0.127751	0.149626	-0.269889	-0.030418	-0.232730	-0.207304	0.098791	-0.089239	-0.197447	0.072191	0.050236	-0.220311	-0.158313	-0.108229	-0.236845	-0.275395	-0.244482	0.064519	0.126479	-0.049083	-0.305496	-0.259397	-0.147719	-0.301414	-0.179130	0.034954	-0.211244	-0.109963	-0.246309	-0.066221	-0.133756	-0.258378	-0.210772	-0.054065	-0.236742	-0.426501	-0.353338	0.442366	-0.312673	-0.014806	-0.141499	0.505289	-0.215779	-0.072325	0.272295	-0.000932	-0.263738	-0.236200
capillary.ECs	-0.082417	0.142335	-0.146950	-0.003719	-0.037957	0.135186	0.035481	-0.113012	-0.071487	-0.083061	0.049212	-0.141839	0.015524	-0.054434	-0.017038	-0.053940	-0.068639	-0.020508	0.112430	0.047553	-0.012880	0.016534	-0.067376	0.066764	0.006373	-0.035142	0.145189	0.169122	0.114579	0.043006	0.267811	-0.118952	0.081077	0.074009	0.152553	0.035651	0.082511	-0.097014	-0.037332	0.027953	0.064034	0.010690	0.145897	0.047853	0.178232	-0.132685	-0.073338	0.004821	-0.021761	0.059679	-0.041071	0.005761	-0.031155	0.000039	-0.012328	-0.037304	-0.054048	-0.176107	-0.003769	0.310413	-0.094111	-0.384857	-0.081013	-0.300971	0.050020	0.201306	0.136838	0.375832	0.130481	-0.213981	0.287494	0.146252	-0.139781	0.085356	0.799786	0.838810	-0.120196	-0.275330	1.000000	0.122471	0.232929	-0.006310	-0.078820	0.027217	-0.109486	-0.187653	0.133003	0.100320	0.165289	0.059684	0.099226	-0.184550	0.176859	-0.157810	-0.081061	0.187483	-0.050270	0.165873	-0.081343	-0.073272	-0.222775	-0.135188	0.037558	0.052176	-0.234615	0.009313	-0.113635	-0.217408	-0.165765	0.121215	0.064820	-0.039862	0.010316	0.089525	0.151328	-0.331932	0.402786	-0.012745	-0.244399	0.295256	0.286867	0.211697	0.372085	0.322768	0.593172	0.336758	-0.216110	-0.353460	0.044784	0.165128	0.360228	-0.311492	-0.258296	0.043593	-0.117872	0.090394	0.177922	0.131196
cDC1	0.157618	0.122879	0.063763	-0.174641	0.156465	-0.068343	0.302861	-0.047720	-0.143813	-0.059042	-0.144203	-0.019995	-0.401136	0.318841	-0.138877	-0.290348	0.154108	-0.298817	0.052076	-0.090836	0.034453	-0.035581	0.055116	0.246701	0.393525	-0.000792	0.206597	0.269941	0.264729	0.227534	0.270291	-0.056954	-0.233769	0.284130	-0.050495	-0.345782	0.273718	0.072719	0.050751	-0.023496	-0.059965	-0.157360	0.168331	0.028010	0.105540	0.073855	0.128284	-0.099894	0.428046	-0.193603	-0.034676	-0.016225	0.189452	-0.026609	0.347923	0.143768	0.165790	-0.092423	0.197768	0.495267	0.177507	-0.316250	-0.345049	0.125308	0.222474	0.492955	0.637595	0.538398	0.040791	-0.002408	0.354576	0.218587	-0.052337	-0.221866	-0.007541	0.115093	0.300075	-0.304864	0.122471	1.000000	0.484109	-0.295690	-0.226730	-0.255698	-0.340279	-0.273021	-0.147447	-0.296323	0.170587	-0.210906	-0.047079	-0.165384	0.493365	0.184179	0.337984	0.229540	0.162917	0.390362	-0.002779	-0.016063	0.269006	0.269652	0.190900	0.210870	-0.004878	0.449458	0.037142	-0.045745	0.425587	0.048013	0.496429	0.081269	-0.095425	0.139940	0.059657	0.032023	0.177096	0.078530	0.210525	0.325130	0.501596	0.406086	0.187643	0.300441	-0.002889	0.346020	0.391151	-0.238030	0.493917	0.244312	0.126543	-0.356538	0.126787	-0.218120	-0.186590	-0.228248	0.116004	0.148229
cDC2	-0.000014	0.378472	-0.255298	-0.095979	-0.087850	0.332707	0.111718	-0.070366	0.126719	-0.057729	-0.212942	-0.093075	-0.055697	0.064569	0.214131	-0.134183	0.011242	0.007317	0.343865	-0.072882	0.101860	-0.015520	0.101821	0.018126	0.252622	0.153890	0.219827	0.208866	0.232199	0.180318	0.218722	-0.024666	-0.121955	0.273193	-0.168631	-0.001891	0.255216	-0.112549	-0.034759	0.278366	0.228128	-0.033033	0.247845	0.111798	0.339412	-0.063350	-0.053863	0.173434	0.155090	0.120920	-0.006079	0.099414	0.018960	-0.095148	0.244581	0.198079	0.133500	-0.067844	0.157561	0.403367	-0.210378	-0.228536	-0.262292	-0.114783	0.035204	0.312643	0.732031	0.392016	-0.057367	-0.193513	0.325494	0.224419	-0.251232	-0.185076	0.109007	0.127746	-0.034219	-0.151388	0.232929	0.484109	1.000000	-0.186723	-0.236232	-0.300039	-0.230323	-0.220142	-0.150000	-0.172451	0.229405	-0.187456	0.120313	-0.114384	0.260230	-0.219248	-0.124528	-0.164175	0.224560	0.289197	0.021916	-0.105493	-0.145819	-0.104967	0.008449	0.067205	-0.166735	0.320660	-0.127340	-0.177968	-0.071234	0.208981	0.257996	-0.010295	-0.136763	0.006462	0.046551	-0.127530	0.087548	0.050355	-0.187165	0.516534	0.557944	0.387870	0.178223	0.008883	0.012836	0.248100	-0.036472	-0.322544	0.315396	0.230864	0.178030	-0.198130	-0.143069	-0.081387	-0.190060	-0.009608	0.070636	-0.008953
Channel-ATPase_1	-0.316904	-0.139357	-0.001391	0.462543	-0.028322	-0.172810	-0.397905	-0.184498	-0.186695	-0.126039	-0.193029	-0.378461	0.220759	-0.285527	0.157388	0.478694	-0.460560	0.226120	-0.294363	-0.028970	-0.558915	-0.496556	-0.499648	-0.137493	-0.205929	0.122905	-0.094759	-0.258196	-0.124985	-0.031403	0.039853	-0.294417	0.510056	-0.444494	-0.199237	0.115864	-0.149976	0.088328	-0.261200	-0.100173	-0.149872	0.446270	-0.101531	-0.179886	-0.212105	-0.406552	-0.280654	0.103457	-0.206856	0.054710	-0.183400	0.082883	-0.040981	0.329456	-0.209544	-0.008388	-0.022390	0.139604	-0.193222	0.004361	-0.147055	-0.347204	0.811847	-0.271615	-0.177920	-0.217485	-0.199777	-0.243391	0.598871	-0.181538	0.172437	0.117385	-0.181201	0.693328	0.284254	0.051480	-0.216640	-0.104272	-0.006310	-0.295690	-0.186723	1.000000	0.328916	0.501390	0.590092	0.292903	0.496420	0.514680	-0.076834	0.736010	0.412110	-0.155401	-0.219433	-0.140570	0.014201	-0.170669	-0.081475	-0.123868	0.208969	-0.089630	-0.094589	-0.115065	-0.155380	-0.162100	0.007686	-0.106112	-0.123785	-0.180044	-0.257333	-0.067180	-0.182471	-0.102374	0.512162	-0.071594	0.058390	-0.288977	-0.172050	0.077400	-0.206715	-0.235809	-0.130787	-0.122295	-0.009218	-0.042694	0.233165	0.103872	-0.256274	-0.249587	-0.245472	0.108950	0.115694	-0.290528	-0.204487	0.686546	-0.206481	0.490780	0.370494	0.404279
Channel-ATPase_2	-0.316424	0.069782	-0.126873	0.437997	-0.116317	-0.187483	-0.306967	-0.292085	-0.181085	-0.135425	0.008639	-0.298153	-0.031274	-0.244691	0.036194	0.226647	-0.254686	0.119102	-0.085234	-0.184706	-0.316032	-0.329530	-0.418208	-0.122369	0.096474	0.051419	0.144303	-0.123073	-0.039210	0.032445	-0.006952	-0.209906	0.297561	-0.336710	-0.178794	0.055408	-0.096495	0.191303	-0.287236	0.138521	-0.164815	0.411005	0.122964	-0.169296	-0.145892	-0.221331	-0.235790	0.066182	-0.238674	0.061945	-0.187465	0.096895	0.016092	0.297301	-0.027152	0.017753	0.025512	-0.011163	-0.354540	0.091651	-0.231809	-0.351844	0.775998	-0.209468	-0.123249	-0.258190	-0.133647	0.044611	0.324450	-0.176458	0.113843	-0.128220	-0.107590	0.454160	0.040811	-0.081458	-0.219727	-0.220214	-0.078820	-0.226730	-0.236232	0.328916	1.000000	0.242510	0.433329	0.155829	0.310380	0.554115	-0.126153	0.440049	0.436928	-0.151265	-0.259006	-0.196977	-0.144174	-0.260043	-0.071235	-0.078726	0.120293	-0.086671	-0.060314	-0.163066	-0.048855	-0.207349	-0.070911	0.078017	-0.168913	-0.167581	-0.123770	-0.053727	-0.099929	-0.136558	0.464347	-0.166831	-0.098689	-0.178905	-0.058640	0.164980	-0.137036	-0.237525	-0.082272	-0.070679	-0.134754	-0.182502	0.138174	0.308358	0.468456	-0.233061	-0.300492	-0.069218	-0.173750	-0.269839	-0.136099	0.292687	-0.077262	-0.053875	0.339984	0.214640
Channel-ATPase_3	-0.408438	-0.160639	-0.033009	0.499955	-0.180460	-0.292957	-0.521193	-0.222835	-0.289486	-0.196414	-0.210952	-0.364024	0.501417	-0.311689	0.082505	0.661884	-0.542496	0.237418	-0.473695	0.308687	-0.702714	-0.592667	-0.536105	-0.242674	-0.285612	0.249676	-0.184060	-0.380770	-0.104056	-0.045621	0.125361	-0.263020	0.645364	-0.560546	-0.219576	0.045927	-0.314532	0.184994	-0.044122	-0.201717	-0.372250	0.267225	-0.300823	-0.387613	-0.504252	-0.337573	-0.112714	-0.014091	-0.164833	-0.177053	-0.132393	-0.139419	0.149074	0.467474	-0.168871	-0.137706	-0.088171	0.240653	-0.075059	-0.036302	-0.001877	-0.157268	0.583788	-0.334489	-0.073451	-0.146837	-0.243229	-0.160726	0.377296	-0.298871	0.101151	0.225624	-0.159586	0.420737	0.384845	0.203105	-0.151777	0.129413	0.027217	-0.255698	-0.300039	0.501390	0.242510	1.000000	0.654472	0.600490	0.446678	0.347937	-0.028776	0.381918	0.147358	-0.130754	-0.154322	0.038570	-0.015423	0.053797	-0.124116	-0.099360	0.089828	-0.006040	-0.142279	0.044426	-0.069877	-0.056237	-0.013679	-0.079522	-0.156780	-0.329563	-0.053650	0.008337	-0.200644	-0.042492	0.447167	-0.113457	0.262901	-0.374980	-0.138815	0.076178	-0.139585	-0.240812	-0.300898	-0.176445	0.087702	0.104033	0.388084	0.069655	0.041868	0.015034	-0.196749	0.261863	0.059968	-0.212149	-0.194950	0.428472	-0.116170	0.510038	0.383533	0.420388
Channel-gap_1	-0.349102	-0.081177	-0.027048	0.459141	-0.133262	-0.212093	-0.524661	-0.111133	-0.154479	-0.095825	0.024980	-0.292457	0.464969	-0.375145	0.104824	0.630117	-0.505232	0.269697	-0.394762	0.204557	-0.488956	-0.385024	-0.462410	-0.254786	-0.354324	0.179796	-0.215037	-0.329161	-0.204394	-0.105552	0.005319	-0.195531	0.507300	-0.607508	-0.043469	0.089963	-0.255419	0.016935	-0.188815	0.014762	-0.161810	0.361475	-0.245406	-0.232742	-0.469271	-0.376776	-0.296248	0.083670	-0.336676	0.070499	-0.152567	0.060138	-0.053174	0.242962	-0.159395	0.088654	-0.199086	0.137107	-0.111402	-0.225090	-0.075783	-0.004094	0.784231	-0.235619	-0.218239	-0.282590	-0.298767	-0.346205	0.317000	-0.126009	-0.189284	-0.005970	-0.231704	0.514978	0.265707	0.034299	-0.231034	0.161371	-0.109486	-0.340279	-0.230323	0.590092	0.433329	0.654472	1.000000	0.399930	0.459675	0.532061	-0.209096	0.480317	0.291758	0.008247	-0.250958	0.019601	0.108664	-0.114010	-0.079224	-0.170409	-0.046994	0.189415	-0.085340	-0.124471	-0.215317	-0.158466	-0.111478	-0.214949	-0.105918	-0.197433	0.136237	0.030812	-0.329180	-0.204179	0.456486	-0.192095	-0.087771	-0.272154	-0.178267	0.066320	-0.130829	-0.329199	-0.314551	-0.344256	-0.204874	0.100026	0.216971	-0.046120	-0.027794	0.141427	-0.276153	0.031285	-0.094965	-0.023224	-0.202819	0.504508	-0.031055	0.611476	0.149499	0.004462
