Gene_a	Celltype_a	Gene_b	Celltype_b
MEL	COL6A1	Channel	ITGB1	
MEL	COL6A1	LEC	ITGA1	
MEL	COL6A1	LEC	ITGB1	
MEL	COL6A1	MEC	ITGA1	
MEL	COL6A1	MEC	ITGA2	
MEL	COL6A1	MEC	ITGB1	
MEL	COL6A1	Pc	ITGA1	
MEL	COL6A1	Pc	ITGB1	
MEL	COL6A1	Schwann	ITGA1	
MEL	COL6A1	Schwann	ITGB1	
MEL	COL6A1	VEC	ITGA1	
MEL	COL6A1	VEC	ITGA10	
MEL	COL6A1	VEC	ITGB1	
MEL	COL6A2	FB	ITGA1	
MEL	COL6A2	FB	ITGA11	
MEL	COL6A2	FB	ITGB1	
MEL	COL6A2	HFC	ITGA2	
MEL	COL6A2	HFC	ITGB1	
MEL	COL6A2	KC	ITGA2	
MEL	COL6A2	KC	ITGB1	
MEL	COL6A2	Channel	ITGA2	
MEL	COL6A2	Channel	ITGB1	
MEL	COL6A2	LC	ITGA10	
MEL	COL6A2	LC	ITGB1	
MEL	COL6A2	LEC	ITGA1	
MEL	COL6A2	LEC	ITGB1	
MEL	COL6A2	MEC	ITGA1	
MEL	COL6A2	MEC	ITGA2	
MEL	COL6A2	MEC	ITGB1	
MEL	COL6A2	Pc	ITGA1	
MEL	COL6A2	Pc	ITGB1	
MEL	COL6A2	Schwann	ITGA1	
MEL	COL6A2	Schwann	ITGB1	
MEL	COL6A2	VEC	ITGA1	
MEL	COL6A2	VEC	ITGA10	
MEL	COL6A2	VEC	ITGB1	
MEL	COL9A3	FB	ITGA1	
MEL	COL9A3	FB	ITGA11	
MEL	COL9A3	FB	ITGB1	
MEL	COL9A3	HFC	ITGA2	
MEL	COL9A3	HFC	ITGB1	
MEL	COL9A3	KC	ITGA2	
MEL	COL9A3	KC	ITGB1	
MEL	COL9A3	Channel	ITGA2	
MEL	COL9A3	Channel	ITGB1	
MEL	COL9A3	LC	ITGA10	
MEL	COL9A3	LC	ITGB1	
MEL	COL9A3	LEC	ITGA1	
MEL	COL9A3	LEC	ITGB1	
MEL	COL9A3	MEC	ITGA1	
MEL	COL9A3	MEC	ITGA2	
MEL	COL9A3	MEC	ITGB1	
MEL	COL9A3	Pc	ITGA1	
MEL	COL9A3	Pc	ITGB1	
MEL	COL9A3	Schwann	ITGA1	
MEL	COL9A3	Schwann	ITGB1	
MEL	COL9A3	VEC	ITGA1	
MEL	COL9A3	VEC	ITGA10	
MEL	COL9A3	VEC	ITGB1	
MEL	CSPG4	HFC	ITGA3	
MEL	CSPG4	HFC	ITGB1	
MEL	CSPG4	KC	ITGA3	
MEL	CSPG4	KC	ITGB1	
MEL	CSPG4	Channel	ITGA3	
MEL	CSPG4	Channel	ITGB1	
MEL	CSPG4	LEC	ITGA3	
MEL	CSPG4	LEC	ITGB1	
MEL	CSPG4	MEC	ITGA3	
MEL	CSPG4	MEC	ITGB1	
MEL	CSPG4	MEL	ITGA3	
MEL	CSPG4	MEL	ITGB1	
MEL	CSPG4	Pc	ITGA3	
MEL	CSPG4	Pc	ITGB1	
MEL	CSPG4	SGC	ITGA3	
MEL	CSPG4	SGC	ITGB1	
MEL	CSPG4	Schwann	ITGA3	
MEL	CSPG4	Schwann	ITGB1	
MEL	CSPG4	Sebocyte	ITGA3	
MEL	CSPG4	Sebocyte	ITGB1	
MEL	CSPG4	VEC	ITGA3	
MEL	CSPG4	VEC	ITGB1	
MEL	CXCL14	Lymphocyte	CXCR4	
MEL	CXCL2	LEC	DPP4	
MEL	DAG1	FB	NRXN3	
MEL	DAG1	HFC	NRXN3	
MEL	DAG1	LEC	NRXN3	
MEL	DAG1	MEC	NRXN3	
MEL	DAG1	MEL	NRXN3	
MEL	DAG1	Schwann	NRXN3	
MEL	DAGLB	LC	GPR55	
MEL	DAGLB	MEC	CNR1	
MEL	DAGLB	Mac	GPR55	
MEL	DAGLB	Pc	CNR1	
MEL	DHCR24	FB	RORA	
MEL	DHCR24	KC	RORA	
MEL	DHCR24	Lymphocyte	RORA	
MEL	DSG1	KC	DSC3	
MEL	DSG1	Channel	DSC3	
MEL	EFNA1	FB	EPHA3	
MEL	EFNA1	HFC	EPHA4	
MEL	EFNA1	KC	EPHA1	
MEL	EFNA1	KC	EPHA2	
MEL	EFNA1	KC	EPHA4	
MEL	EFNA1	Channel	EPHA2	
MEL	EFNA1	MEC	EPHA4	
MEL	EFNA1	MEC	EPHA7	
MEL	EFNA1	MEL	EPHA5	
MEL	EFNA1	Pc	EPHA3	
MEL	EFNA1	Pc	EPHA4	
MEL	EFNA1	SGC	EPHA7	
MEL	EFNA1	Schwann	EPHA3	
MEL	EFNA1	Sebocyte	EPHA1	
MEL	EFNA1	VEC	EPHA4	
MEL	EFNA1	VEC	EPHA7	
MEL	EFNA5	FB	EPHA3	
MEL	EFNA5	HFC	EPHA4	
MEL	EFNA5	KC	EPHA1	
MEL	EFNA5	KC	EPHA2	
MEL	EFNA5	KC	EPHA4	
MEL	EFNA5	Channel	EPHA2	
MEL	EFNA5	MEC	EPHA4	
MEL	EFNA5	MEC	EPHA7	
MEL	EFNA5	MEL	EPHA5	
MEL	EFNA5	Mac	EPHB2	
MEL	EFNA5	Pc	EPHA3	
MEL	EFNA5	VEC	EPHA4	
MEL	EFNB1	HFC	EPHA4	
MEL	EFNB1	HFC	EPHB6	
MEL	EFNB1	KC	EPHA2	
MEL	EFNB1	KC	EPHB3	
MEL	EFNB1	KC	EPHB6	
MEL	EFNB1	Channel	EPHA2	
MEL	EFNB1	LEC	EPHB4	
MEL	EFNB1	MEC	EPHB1	
MEL	EFNB1	MEC	EPHB6	
MEL	EFNB1	SGC	EPHB3	
MEL	EFNB1	VEC	EPHA4	
MEL	EFNB1	VEC	EPHB4	
MEL	EFNB2	HFC	EPHA4	
MEL	EFNB2	HFC	EPHB6	
MEL	EFNB2	KC	EPHB6	
MEL	EFNB2	LEC	EPHB4	
MEL	EFNB2	MEC	EPHB1	
MEL	FBN1	FB	ITGA5	
MEL	FBN1	FB	ITGB1	
MEL	FBN1	LC	ITGA5	
MEL	FBN1	LC	ITGB1	
MEL	FBN1	LEC	ITGA5	
MEL	FBN1	LEC	ITGB1	
MEL	FBN1	Mac	ITGA5	
MEL	FBN1	Mac	ITGB1	
MEL	FBN1	VEC	ITGA5	
MEL	FBN1	VEC	ITGB1	
MEL	FLRT2	HFC	ADGRL3	
MEL	FLRT2	Schwann	ADGRL3	
MEL	FN1	FB	ITGA11	
MEL	FN1	FB	ITGA5	
MEL	FN1	FB	ITGA8	
MEL	FN1	FB	ITGAV	
MEL	FN1	FB	ITGB1	
MEL	FN1	FB	ITGB3	
MEL	FN1	FB	ITGB5	
MEL	FN1	HFC	ITGA2	
MEL	FN1	HFC	ITGA3	
MEL	FN1	HFC	ITGA4	
MEL	FN1	HFC	ITGA5	
MEL	FN1	HFC	ITGAV	
MEL	FN1	HFC	ITGB1	
MEL	FN1	HFC	ITGB5	
MEL	FN1	KC	ITGA2	
MEL	FN1	KC	ITGA3	
MEL	FN1	KC	ITGAV	
MEL	FN1	KC	ITGB1	
MEL	FN1	KC	ITGB5	
MEL	FN1	Channel	ITGA2	
MEL	FN1	Channel	ITGA3	
MEL	FN1	Channel	ITGAV	
MEL	FN1	Channel	ITGB1	
MEL	FN1	Channel	ITGB5	
MEL	FN1	LC	ITGA10	
MEL	FN1	LC	ITGA4	
MEL	FN1	LC	ITGA5	
MEL	FN1	LC	ITGAV	
MEL	FN1	LC	ITGB1	
MEL	FN1	LC	ITGB5	
MEL	FN1	LC	ITGB7	
MEL	FN1	LEC	ITGA3	
MEL	FN1	LEC	ITGA5	
MEL	FN1	LEC	ITGAV	
MEL	FN1	LEC	ITGB1	
MEL	FN1	LEC	ITGB3	
MEL	FN1	Lymphocyte	ITGA4	
MEL	FN1	Lymphocyte	ITGB1	
MEL	FN1	Lymphocyte	ITGB7	
MEL	FN1	MEC	ITGA11	
MEL	FN1	MEC	ITGA2	
MEL	FN1	MEC	ITGA3	
MEL	FN1	MEC	ITGA5	
MEL	FN1	MEC	ITGA8	
MEL	FN1	MEC	ITGAV	
MEL	FN1	MEC	ITGB1	
MEL	FN1	MEC	ITGB5	
MEL	FN1	MEL	ITGA3	
MEL	FN1	MEL	ITGAV	
MEL	FN1	MEL	ITGB1	
MEL	FN1	Mac	ITGA4	
MEL	FN1	Mac	ITGA5	
MEL	FN1	Mac	ITGAV	
MEL	FN1	Mac	ITGB1	
MEL	FN1	Mac	ITGB5	
MEL	FN1	Mast	ITGA4	
MEL	FN1	Mast	ITGA5	
MEL	FN1	Mast	ITGAV	
MEL	FN1	Mast	ITGB1	
MEL	FN1	Mast	ITGB3	
MEL	FN1	Pc	ITGA3	
MEL	FN1	Pc	ITGA5	
MEL	FN1	Pc	ITGA8	
MEL	FN1	Pc	ITGAV	
MEL	FN1	Pc	ITGB1	
MEL	FN1	Pc	ITGB5	
MEL	FN1	SGC	ITGA3	
MEL	FN1	SGC	ITGA5	
MEL	FN1	SGC	ITGAV	
MEL	FN1	SGC	ITGB1	
MEL	FN1	SGC	ITGB5	
MEL	FN1	Schwann	ITGA3	
MEL	FN1	Schwann	ITGAV	
MEL	FN1	Schwann	ITGB1	
MEL	FN1	Sebocyte	ITGA3	
MEL	FN1	Sebocyte	ITGA8	
MEL	FN1	Sebocyte	ITGAV	
MEL	FN1	Sebocyte	ITGB1	
MEL	FN1	Sebocyte	ITGB5	
MEL	FN1	VEC	ITGA10	
MEL	FN1	VEC	ITGA2	
MEL	FN1	VEC	ITGA3	
MEL	FN1	VEC	ITGA5	
MEL	FN1	VEC	ITGAV	
MEL	FN1	VEC	ITGB1	
MEL	FN1	VEC	ITGB3	
MEL	FTH1	FB	SCARA5	
MEL	FTL	FB	SCARA5	
MEL	GAS6	FB	AXL	
MEL	GAS6	FB	MERTK	
MEL	GAS6	HFC	AXL	
MEL	GAS6	KC	AXL	
MEL	GAS6	KC	TYRO3	
MEL	GAS6	Channel	AXL	
MEL	GAS6	Channel	TYRO3	
MEL	GAS6	LC	AXL	
MEL	GAS6	LEC	MERTK	
MEL	GAS6	MEC	AXL	
MEL	GAS6	MEC	MERTK	
MEL	GAS6	MEL	TYRO3	
MEL	GAS6	Mac	AXL	
MEL	GAS6	Mac	MERTK	
MEL	GAS6	Pc	AXL	
MEL	GAS6	Pc	MERTK	
MEL	GAS6	Schwann	AXL	
MEL	GAS6	Schwann	MERTK	
MEL	GAS6	Schwann	TYRO3	
MEL	GAS6	Sebocyte	AXL	
MEL	GAS6	Sebocyte	MERTK	
MEL	GAS6	VEC	MERTK	
MEL	GDF11	FB	ACVR1B	
MEL	GDF11	FB	ACVR2A	
MEL	GDF11	FB	TGFBR1	
MEL	GDF11	HFC	ACVR1B	
MEL	GDF11	HFC	ACVR2A	
MEL	GDF11	HFC	TGFBR1	
MEL	GDF11	KC	ACVR1B	
MEL	GDF11	KC	ACVR2A	
MEL	GDF11	KC	TGFBR1	
MEL	GDF11	Channel	ACVR1B	
MEL	GDF11	Channel	ACVR2A	
MEL	GDF11	Channel	TGFBR1	
MEL	GDF11	LEC	ACVR1B	
MEL	GDF11	LEC	ACVR2A	
MEL	GDF11	LEC	TGFBR1	
MEL	GDF11	Lymphocyte	ACVR2A	
MEL	GDF11	Lymphocyte	TGFBR1	
MEL	GDF11	MEC	ACVR1B	
MEL	GDF11	MEC	ACVR2A	
MEL	GDF11	MEC	TGFBR1	
MEL	GDF11	MEL	ACVR2A	
MEL	GDF11	MEL	TGFBR1	
MEL	GDF11	Mac	ACVR2A	
MEL	GDF11	Mac	TGFBR1	
MEL	GDF11	Pc	ACVR1B	
MEL	GDF11	Pc	ACVR2A	
MEL	GDF11	Pc	TGFBR1	
MEL	GDF11	SGC	ACVR1B	
MEL	GDF11	SGC	ACVR2A	
MEL	GDF11	SGC	TGFBR1	
MEL	GDF11	Schwann	ACVR2A	
MEL	GDF11	Schwann	TGFBR1	
MEL	GDF11	Sebocyte	ACVR1B	
MEL	GDF11	Sebocyte	ACVR2A	
MEL	GDF11	Sebocyte	ACVR2B	
MEL	GDF11	Sebocyte	TGFBR1	
MEL	GDF11	VEC	ACVR1B	
MEL	GDF11	VEC	ACVR2A	
MEL	GDF11	VEC	TGFBR1	
MEL	GJC1	HFC	GJA1	
MEL	GJC1	KC	GJA1	
MEL	GJC1	LEC	GJA1	
MEL	GJC1	MEL	GJC1	
MEL	GJC1	Pc	GJC1	
MEL	GJC1	Schwann	GJC1	
MEL	GJC1	Sebocyte	GJA1	
MEL	GJC1	VEC	GJA1	
MEL	GJC1	VEC	GJC1	
MEL	GLS	FB	GRIA3	
MEL	GLS	FB	GRIA4	
MEL	GLS	FB	GRIK1	
MEL	GLS	FB	GRIK2	
MEL	GLS	HFC	GRIA1	
MEL	GLS	HFC	GRIA4	
MEL	GLS	LC	GRM7	
MEL	GLS	LEC	GRIA1	
MEL	GLS	MEL	GRIK1	
MEL	GLS	MEL	GRIK2	
MEL	GLS	MEL	GRM7	
MEL	GLS	SGC	GRIA2	
MEL	GLS	SGC	GRIA4	
MEL	GLS	Schwann	GRIA3	
MEL	GLS	Schwann	GRIK2	
MEL	GLS	Schwann	GRIK3	
MEL	HBEGF	HFC	EGFR	
MEL	HBEGF	KC	EGFR	
MEL	HBEGF	Channel	EGFR	
MEL	HBEGF	MEC	ERBB4	
MEL	HBEGF	Pc	ERBB4	
MEL	HBEGF	SGC	ERBB2	
MEL	HBEGF	SGC	ERBB4	
MEL	HBEGF	Sebocyte	EGFR	
MEL	HEBP1	LC	FPR3	
MEL	HEBP1	Mac	FPR3	
MEL	HEBP1	Mast	FPR3	
MEL	HLA-E	FB	VSIR	
MEL	HLA-E	KC	VSIR	
MEL	HLA-E	LC	KLRK1	
MEL	HLA-E	LEC	VSIR	
MEL	HLA-E	Lymphocyte	KLRC3	
MEL	HLA-E	Lymphocyte	KLRD1	
MEL	HLA-E	Lymphocyte	KLRK1	
MEL	HLA-E	Lymphocyte	VSIR	
MEL	HLA-E	Mac	KLRK1	
MEL	HLA-E	Mac	VSIR	
MEL	HLA-E	Mast	VSIR	
MEL	HLA-E	Pc	VSIR	
MEL	HLA-E	Schwann	VSIR	
MEL	HLA-E	VEC	VSIR	
MEL	HLA-F	FB	VSIR	
MEL	HLA-F	KC	VSIR	
MEL	HLA-F	LC	LILRB2	
MEL	HLA-F	LEC	VSIR	
MEL	HLA-F	Lymphocyte	VSIR	
MEL	HLA-F	Mac	LILRB1	
MEL	HLA-F	Mac	LILRB2	
MEL	HLA-F	Mac	VSIR	
MEL	HLA-F	Mast	VSIR	
MEL	HLA-F	Pc	VSIR	
MEL	HLA-F	Schwann	VSIR	
MEL	HLA-F	VEC	VSIR	
MEL	HSD17B12	FB	AR	
MEL	HSD17B12	KC	AR	
MEL	HSD17B12	Pc	AR	
MEL	HSD17B12	SGC	AR	
MEL	HSD17B12	Sebocyte	AR	
MEL	ICAM1	LC	ITGAX	
MEL	ICAM1	LC	ITGB2	
MEL	ICAM1	LC	SPN	
MEL	ICAM1	Lymphocyte	ITGAL	
MEL	ICAM1	Lymphocyte	ITGB2	
MEL	ICAM1	Mac	ITGAM	
MEL	ICAM1	Mac	ITGAX	
MEL	ICAM1	Mac	ITGB2	
MEL	IGFBP3	LC	TMEM219	
MEL	IGFBP3	MEL	TMEM219	
MEL	IL1RAP	HFC	PTPRF	
MEL	IL1RAP	KC	PTPRF	
MEL	IL1RAP	Channel	PTPRF	
MEL	IL1RAP	SGC	PTPRF	
MEL	IL1RAP	Sebocyte	PTPRF	
MEL	IL34	LC	CSF1R	
MEL	IL34	Mac	CSF1R	
MEL	IL34	Pc	CSF1R	
MEL	ITGAV	FB	ADGRE5	
MEL	ITGAV	LC	ADGRE2	
MEL	ITGAV	LC	ADGRE5	
MEL	ITGAV	Lymphocyte	ADGRE5	
MEL	ITGAV	MEL	ADGRE2	
MEL	ITGAV	Mac	ADGRE2	
MEL	ITGAV	Mac	ADGRE5	
MEL	ITGAV	Mast	ADGRE2	
MEL	ITGAV	Mast	ADGRE5	
MEL	ITGAV	Pc	ADGRE5	
MEL	ITGB1	FB	ADGRE5	
MEL	ITGB1	LC	ADGRE2	
MEL	ITGB1	LC	ADGRE5	
MEL	ITGB1	Lymphocyte	ADGRE5	
MEL	ITGB1	MEL	ADGRE2	
MEL	ITGB1	Mac	ADGRE2	
MEL	ITGB1	Mac	ADGRE5	
MEL	ITGB1	Mast	ADGRE2	
MEL	ITGB1	Mast	ADGRE5	
MEL	ITGB1	Pc	ADGRE5	
MEL	JAG1	Pc	NOTCH3	
MEL	JAG1	SGC	CD46	
MEL	JAM3	FB	JAM3	
MEL	JAM3	Channel	ITGAM	
MEL	JAM3	Channel	ITGB2	
MEL	JAM3	LC	ITGAM	
MEL	JAM3	LC	ITGB2	
MEL	JAM3	Lymphocyte	JAM3	
MEL	JAM3	MEC	JAM3	
MEL	JAM3	MEL	JAM3	
MEL	JAM3	Mac	ITGAM	
MEL	JAM3	Mac	ITGB2	
MEL	JAM3	Pc	JAM3	
MEL	JAM3	Schwann	JAM3	
MEL	JAM3	VEC	JAM3	
MEL	L1CAM	FB	ITGA5	
MEL	L1CAM	FB	ITGA9	
MEL	L1CAM	FB	ITGAV	
MEL	L1CAM	FB	ITGB1	
MEL	L1CAM	FB	ITGB3	
MEL	L1CAM	HFC	ITGA5	
MEL	L1CAM	HFC	ITGAV	
MEL	L1CAM	HFC	ITGB1	
MEL	L1CAM	KC	ITGAV	
MEL	L1CAM	KC	ITGB1	
MEL	L1CAM	Channel	ITGA9	
MEL	L1CAM	Channel	ITGAV	
MEL	L1CAM	Channel	ITGB1	
MEL	L1CAM	LC	ITGA5	
MEL	L1CAM	LC	ITGA9	
MEL	L1CAM	LC	ITGAV	
MEL	L1CAM	LC	ITGB1	
MEL	L1CAM	LEC	ITGA5	
MEL	L1CAM	LEC	ITGA9	
MEL	L1CAM	LEC	ITGAV	
MEL	L1CAM	LEC	ITGB1	
MEL	L1CAM	LEC	ITGB3	
MEL	L1CAM	Lymphocyte	ITGAV	
MEL	L1CAM	Lymphocyte	ITGB1	
MEL	L1CAM	MEC	ITGA5	
MEL	L1CAM	MEC	ITGA9	
MEL	L1CAM	MEC	ITGAV	
MEL	L1CAM	MEC	ITGB1	
MEL	L1CAM	MEL	EZR	
MEL	L1CAM	MEL	ITGAV	
MEL	L1CAM	MEL	ITGB1	
MEL	L1CAM	MEL	L1CAM	
MEL	L1CAM	Mac	ITGA5	
MEL	L1CAM	Mac	ITGA9	
MEL	L1CAM	Mac	ITGAV	
MEL	L1CAM	Mac	ITGB1	
MEL	L1CAM	Mast	EZR	
MEL	L1CAM	Mast	ITGA5	
MEL	L1CAM	Mast	ITGA9	
MEL	L1CAM	Mast	ITGAV	
MEL	L1CAM	Mast	ITGB1	
MEL	L1CAM	Mast	ITGB3	
MEL	L1CAM	Mast	L1CAM	
MEL	L1CAM	Pc	ITGA5	
MEL	L1CAM	Pc	ITGAV	
MEL	L1CAM	Pc	ITGB1	
MEL	L1CAM	Pc	ITGB3	
MEL	L1CAM	SGC	ITGA5	
MEL	L1CAM	SGC	ITGA9	
MEL	L1CAM	SGC	ITGAV	
MEL	L1CAM	SGC	ITGB1	
MEL	L1CAM	Schwann	EZR	
MEL	L1CAM	Schwann	ITGAV	
MEL	L1CAM	Schwann	ITGB1	
MEL	L1CAM	Schwann	L1CAM	
MEL	L1CAM	Sebocyte	ITGAV	
MEL	L1CAM	Sebocyte	ITGB1	
MEL	L1CAM	VEC	EZR	
MEL	L1CAM	VEC	ITGA5	
MEL	L1CAM	VEC	ITGA9	
MEL	L1CAM	VEC	ITGAV	
MEL	L1CAM	VEC	ITGB1	
MEL	L1CAM	VEC	ITGB3	
MEL	L1CAM	VEC	L1CAM	
MEL	LAMC1	HFC	ITGA2	
MEL	LAMC1	HFC	ITGB1	
MEL	LAMC1	KC	ITGA2	
MEL	LAMC1	KC	ITGA6	
MEL	LAMC1	KC	ITGB1	
MEL	LAMC1	Channel	ITGA2	
MEL	LAMC1	Channel	ITGB1	
MEL	LAMC1	LEC	ITGA6	
MEL	LAMC1	LEC	ITGB1	
MEL	LAMC1	MEC	ITGA2	
MEL	LAMC1	MEC	ITGA6	
MEL	LAMC1	MEC	ITGB1	
MEL	LAMC1	Pc	ITGA7	
MEL	LAMC1	Pc	ITGB1	
MEL	LAMC1	Schwann	ITGA6	
MEL	LAMC1	Schwann	ITGB1	
MEL	LAMC1	VEC	ITGA6	
MEL	LAMC1	VEC	ITGAV	
MEL	LAMC1	VEC	ITGB1	
MEL	LAMC1	VEC	ITGB3	
MEL	LGALS3	FB	MERTK	
MEL	LGALS3	LEC	MERTK	
MEL	LGALS3	MEC	MERTK	
MEL	LGALS3	Mac	MERTK	
MEL	LGALS3	Pc	MERTK	
MEL	LGALS3	Schwann	MERTK	
MEL	LGALS3	Sebocyte	MERTK	
MEL	LGALS3	VEC	MERTK	
MEL	LIPA	FB	RORA	
MEL	LIPA	KC	RORA	
MEL	LIPA	Channel	RORC	
MEL	LIPA	Lymphocyte	RORA	
MEL	LIPA	SGC	RORC	
MEL	LIPA	Sebocyte	RORC	
MEL	LRFN5	FB	PTPRD	
MEL	LRFN5	FB	PTPRS	
MEL	LRFN5	HFC	PTPRD	
MEL	LRFN5	HFC	PTPRF	
MEL	LRFN5	HFC	PTPRS	
MEL	LRFN5	KC	PTPRD	
MEL	LRFN5	KC	PTPRF	
MEL	LRFN5	KC	PTPRS	
MEL	LRFN5	Channel	PTPRD	
MEL	LRFN5	Channel	PTPRF	
MEL	LRFN5	Channel	PTPRS	
MEL	LRFN5	LC	PTPRD	
MEL	LRFN5	LEC	PTPRS	
MEL	LRFN5	MEC	PTPRF	
MEL	LRFN5	MEC	PTPRS	
MEL	LRFN5	MEL	PTPRS	
MEL	LRFN5	Mast	PTPRS	
MEL	LRFN5	Pc	PTPRS	
MEL	LRFN5	SGC	PTPRF	
MEL	LRFN5	SGC	PTPRS	
MEL	LRFN5	Schwann	PTPRS	
MEL	LRFN5	Sebocyte	PTPRF	
MEL	LRPAP1	HFC	SORT1	
MEL	LRPAP1	Channel	SORT1	
MEL	LRPAP1	LC	SORT1	
MEL	LRPAP1	MEC	SORT1	
MEL	LRPAP1	MEL	SORT1	
MEL	LRPAP1	Mac	SORT1	
MEL	LRPAP1	Mast	SORT1	
MEL	LRPAP1	Pc	SORT1	
MEL	LRPAP1	SGC	SORT1	
MEL	LRPAP1	Schwann	SORT1	
MEL	LRPAP1	Sebocyte	SORT1	
MEL	LRPAP1	VEC	SORT1	
MEL	LTA4H	KC	LTB4R	
MEL	LTA4H	KC	LTB4R2	
MEL	MICA	Lymphocyte	HCST	
MEL	MICA	Lymphocyte	KLRK1	
MEL	MPZL1	FB	MPZL1	
MEL	MPZL1	MEC	MPZL1	
MEL	MPZL1	SGC	MPZL1	
MEL	NECTIN1	LEC	NECTIN3	
MEL	NECTIN1	SGC	NECTIN4	
MEL	NECTIN1	Schwann	CADM3	
MEL	NECTIN2	FB	NECTIN3	
MEL	NECTIN2	LEC	NECTIN3	
MEL	NECTIN2	Lymphocyte	TIGIT	
MEL	NECTIN2	MEL	NECTIN3	
MEL	NECTIN3	FB	PVR	
MEL	NECTIN3	Channel	PVR	
MEL	NECTIN3	LC	PVR	
MEL	NECTIN3	LEC	PVR	
MEL	NECTIN3	Lymphocyte	TIGIT	
MEL	NECTIN3	MEC	PVR	
MEL	NECTIN3	Mac	PVR	
MEL	NECTIN3	Pc	PVR	
MEL	NECTIN3	SGC	PVR	
MEL	NECTIN3	Sebocyte	PVR	
MEL	NECTIN3	VEC	PVR	
MEL	NLGN1	FB	NRXN3	
MEL	NLGN1	HFC	NRXN1	
MEL	NLGN1	HFC	NRXN3	
MEL	NLGN1	LEC	NRXN3	
MEL	NLGN1	MEC	NRXN1	
MEL	NLGN1	MEC	NRXN3	
MEL	NLGN1	MEL	NRXN3	
MEL	NLGN1	Schwann	NRXN1	
MEL	NLGN1	Schwann	NRXN3	
MEL	NLGN4X	FB	NRXN3	
MEL	NLGN4X	HFC	NRXN1	
MEL	NLGN4X	HFC	NRXN3	
MEL	NLGN4X	LEC	NRXN3	
MEL	NLGN4X	MEC	NRXN1	
MEL	NLGN4X	MEC	NRXN3	
MEL	NLGN4X	MEL	NRXN3	
MEL	NLGN4X	Schwann	NRXN1	
MEL	NLGN4X	Schwann	NRXN3	
MEL	NRG3	MEC	ERBB4	
MEL	NRG3	Pc	ERBB4	
MEL	NRG3	SGC	ERBB4	
MEL	NRXN3	FB	ADGRL1	
MEL	NRXN3	HFC	ADGRL1	
MEL	NRXN3	KC	ADGRL1	
MEL	NRXN3	Channel	ADGRL1	
MEL	NRXN3	LEC	ADGRL1	
MEL	NRXN3	MEC	ADGRL1	
MEL	NRXN3	Pc	ADGRL1	
MEL	NRXN3	SGC	ADGRL1	
MEL	NRXN3	Sebocyte	ADGRL1	
MEL	NRXN3	VEC	ADGRL1	
MEL	NTN1	FB	DCC	
MEL	NTN1	FB	UNC5B	
MEL	NTN1	LC	UNC5B	
MEL	NTN1	LEC	UNC5B	
MEL	NTN1	MEC	UNC5C	
MEL	NTN1	MEL	UNC5C	
MEL	NTN1	SGC	UNC5C	
MEL	PDGFA	FB	PDGFRA	
MEL	PGF	FB	NRP1	
MEL	PGF	Channel	NRP2	
MEL	PGF	LC	FLT1	
MEL	PGF	LC	NRP2	
MEL	PGF	LEC	NRP2	
MEL	PGF	MEL	NRP2	
MEL	PGF	Mac	NRP1	
MEL	PGF	Mac	NRP2	
MEL	PGF	Mast	NRP2	
MEL	PGF	Pc	NRP1	
MEL	PGF	Schwann	NRP2	
MEL	PGF	VEC	FLT1	
MEL	PGF	VEC	KDR	
MEL	PGF	VEC	NRP1	
MEL	PGF	VEC	NRP2	
MEL	PODXL2	VEC	SELE	
MEL	PODXL2	VEC	SELP	
MEL	PPIA	FB	BSG	
MEL	PPIA	KC	BSG	
MEL	PPIA	Channel	BSG	
MEL	PPIA	LEC	BSG	
MEL	PPIA	MEC	BSG	
MEL	PPIA	MEL	BSG	
MEL	PPIA	Pc	BSG	
MEL	PPIA	Schwann	BSG	
MEL	PPIA	Sebocyte	BSG	
MEL	PPIA	VEC	BSG	
MEL	PRNP	KC	ADGRG6	
MEL	PRNP	Schwann	ADGRG6	
MEL	PRXL2B	FB	PTGFR	
MEL	PRXL2B	Channel	PTGFR	
MEL	PSAP	SGC	GPR37	
MEL	PSAP	Sebocyte	GPR37	
MEL	PTGES2	FB	PTGER2	
MEL	PTGES2	FB	PTGER3	
MEL	PTGES2	FB	PTGER4	
MEL	PTGES2	KC	PTGER4	
MEL	PTGES2	LC	PTGER3	
MEL	PTGES2	LC	PTGER4	
MEL	PTGES2	Lymphocyte	PTGER4	
MEL	PTGES2	MEC	PTGER3	
MEL	PTGES2	MEC	PTGER4	
MEL	PTGES2	Mac	PTGER2	
MEL	PTGES2	Mac	PTGER3	
MEL	PTGES2	Mac	PTGER4	
MEL	PTGES2	Mast	PTGER3	
MEL	PTGES2	Mast	PTGER4	
MEL	PTGES2	Pc	PTGER3	
MEL	PTGES2	Pc	PTGER4	
MEL	PTGES2	VEC	PTGER4	
MEL	PTGES3	FB	PTGER2	
MEL	PTGES3	FB	PTGER3	
MEL	PTGES3	FB	PTGER4	
MEL	PTGES3	LC	PTGER3	
MEL	PTGES3	LC	PTGER4	
MEL	PTGES3	Lymphocyte	PTGER4	
MEL	PTGES3	MEC	PTGER3	
MEL	PTGES3	MEC	PTGER4	
MEL	PTGES3	Mac	PTGER2	
MEL	PTGES3	Mac	PTGER3	
MEL	PTGES3	Mac	PTGER4	
MEL	PTGES3	Mast	PTGER3	
MEL	PTGES3	Mast	PTGER4	
